,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson(Pa),Resistividad,Susceptibilidad(X10⁶)
10426,191208553.54,29167054.19,52.5,Porfídica,Basalto,0.2,103671.56,25058.22
10427,161588569.91,11122780.24,31.26, foliada,Gneiss,0.12,1123651.96,366.1
10428,216335812.55,44760399.74,49.31,Intermedia-Gruesa,Granito,0.18,63595.93,138.01
10429,186423008.6,14466144.78,34.89, foliada,Gneiss,0.39,606901.61,180.46
10430,221348854.85,31004415.7,33.52,Fanerítica,Gabro,0.18,516727.15,1108.12
10431,222356596.79,30075028.62,40.48,Fanerítica,Gabro,0.19,817038.76,806.65
10432,204370187.59,16704835.91,64.56,Intermedia-Gruesa,Granito,0.14,224998.24,80.38
10433,103453478.91,6465081.06,41.46,Detrítica,Arenisca,0.32,805.69,371.77
10434,140959732.7,47012919.28,47.55,Porfídica,Basalto,0.22,182199.18,47968.38
10435,202442171.39,3528321.74,53.03,Intermedia-Gruesa,Granito,0.25,978586.26,75.73
10436,239836806.71,29506553.98,33.48,Fanerítica,Gabro,0.2,256757.38,769.07
10437,150054000.34,23848575.15,44.24,Detrítica,Arenisca,0.35,889.14,407.0
10438,194844362.27,4934989.46,49.92,Porfídica,Basalto,0.16,170175.83,46247.77
10439,197534091.36,31319534.7,55.62,Intermedia-Gruesa,Granito,0.28,247633.95,78.38
10440,169635743.55,36792018.97,52.91,Porfídica,Basalto,0.42,228454.82,36795.58
10441,278066774.42,30736463.8,37.85,Fanerítica,Gabro,0.15,137330.23,991.22
10442,233237308.83,25712157.87,50.54,Intermedia-Gruesa,Granito,0.33,543954.93,64.46
10443,271653722.67,28845393.34,37.57,Fanerítica,Gabro,0.22,944095.14,703.69
10444,176726383.41,54234185.67,35.45, foliada,Gneiss,0.1,239989.5,386.97
10445,131034746.32,40639436.25,46.18,Intermedia-Gruesa,Granito,0.11,746472.65,115.58
10446,191083153.5,17813286.38,59.66,Intermedia-Gruesa,Granito,0.44,553442.9,36.29
10447,191084414.07,16826221.45,48.69,Porfídica,Basalto,0.24,311606.58,32273.95
10448,172582825.32,31140909.61,48.35,Intermedia-Gruesa,Granito,0.27,858985.19,76.27
10449,203484641.7,12489803.62,30.57, foliada,Gneiss,0.16,773238.68,462.47
10450,221385580.04,16617026.99,38.39,Intermedia-Gruesa,Granito,0.44,745167.81,40.39
10451,200749772.57,40836377.62,36.78, foliada,Gneiss,0.33,589279.69,35.14
10452,184124781.95,56463737.61,58.83,Porfídica,Basalto,0.3,532379.32,26241.49
10453,305438985.31,27990637.96,43.11,Afanítica,Andesita,0.29,830785.09,19576.4
10454,197772758.55,16293433.78,46.3,Intermedia-Gruesa,Granito,0.43,631423.69,169.43
10455,206414194.13,27555034.71,55.81,Intermedia-Gruesa,Granito,0.45,685692.64,79.23
10456,259832232.98,25739367.87,44.21,Afanítica,Andesita,0.25,6964427.97,18490.95
10457,205626692.26,14149461.36,36.32, foliada,Gneiss,0.32,154164.83,121.11
10458,170302946.04,53337216.0,37.79, foliada,Gneiss,0.03,827455.32,346.26
10459,177828608.52,55374217.34,30.95, foliada,Gneiss,0.32,631550.67,522.7
10460,223509788.8,48763086.77,42.25,Intermedia-Gruesa,Granito,0.5,880733.01,116.38
10461,163183989.18,7018811.09,30.51, foliada,Gneiss,0.18,469854.85,400.25
10462,148238893.69,19515888.73,38.85, foliada,Gneiss,0.09,945063.82,431.75
10463,198787837.65,37678965.21,43.36,Afanítica,Andesita,0.26,9482009.17,20003.53
10464,240208362.84,21369601.11,39.06,Afanítica,Andesita,0.23,4473272.49,18830.52
10465,144169530.05,62402400.99,53.42,Porfídica,Basalto,0.33,508923.73,42404.09
10466,160691650.94,42684944.55,55.38,Intermedia-Gruesa,Granito,0.2,119131.54,34.73
10467,180379124.53,44892419.81,25.12, foliada,Gneiss,0.34,371196.99,165.08
10468,214233397.81,43504479.11,57.91,Intermedia-Gruesa,Granito,0.27,274498.45,29.1
10469,219167893.3,31404282.76,29.81,Fanerítica,Gabro,0.19,730326.16,1017.18
10470,162700110.33,23615513.37,45.77,Detrítica,Arenisca,0.25,10914.25,319.39
10471,48287392.2,36540019.79,35.5,Detrítica,Arenisca,0.02,4592.16,512.78
10472,118338054.69,47757066.82,53.74,Porfídica,Basalto,0.33,328082.64,40569.84
10473,159397645.25,46563360.09,50.02,Porfídica,Basalto,0.46,742352.53,37061.57
10474,165028078.45,29463881.87,30.63, foliada,Gneiss,0.57,564571.27,49.1
10475,160711536.97,21490159.36,58.48,Intermedia-Gruesa,Granito,0.48,687481.59,117.16
10476,181174227.69,27605439.41,36.77, foliada,Gneiss,0.06,811092.57,393.11
10477,360034228.64,31653065.29,36.59,Afanítica,Andesita,0.36,2770711.56,19082.57
10478,233062315.02,30764615.66,32.39,Fanerítica,Gabro,0.22,205847.93,453.52
10479,208241262.82,20546130.71,30.83, foliada,Gneiss,0.16,252513.56,359.76
10480,184647683.6,37348068.73,54.37,Intermedia-Gruesa,Granito,0.46,917277.51,64.09
10481,218032386.06,70832575.45,61.96,Intermedia-Gruesa,Granito,0.46,211627.94,54.09
10482,148476001.5,54457795.44,47.4,Intermedia-Gruesa,Granito,0.24,478521.3,60.88
10483,196489386.07,32254354.57,47.65,Intermedia-Gruesa,Granito,0.29,706228.43,30.7
10484,178861172.28,44860920.5,31.61, foliada,Gneiss,0.02,652131.76,311.88
10485,195686941.78,22581006.35,30.66, foliada,Gneiss,0.17,739365.29,76.39
10486,175185040.58,41096969.41,39.33, foliada,Gneiss,0.24,803659.54,430.11
10487,207931683.43,30572520.2,53.54,Intermedia-Gruesa,Granito,0.19,580366.52,76.08
10488,263036983.19,30054930.26,37.3,Fanerítica,Gabro,0.13,606932.81,627.5
10489,191199653.07,26716269.83,44.47,Porfídica,Basalto,0.41,945904.69,37589.11
10490,247765512.82,29955891.09,35.48,Fanerítica,Gabro,0.16,97929.41,430.99
10491,216557679.25,29757179.82,36.71,Fanerítica,Gabro,0.24,563615.36,125.73
10492,155269824.33,31070072.05,29.27, foliada,Gneiss,0.22,851467.5,499.96
10493,134739000.78,46276155.31,48.88,Porfídica,Basalto,0.35,240616.83,7336.6
10494,291787568.23,29550777.97,29.1,Fanerítica,Gabro,0.13,49842.39,794.29
10495,223035795.66,19557320.45,51.44,Afanítica,Andesita,0.21,6306761.11,15704.9
10496,89209473.36,16531887.92,32.06,Detrítica,Arenisca,0.23,3162.57,261.23
10497,233742280.24,79128575.68,43.15,Intermedia-Gruesa,Granito,0.49,569499.69,176.33
10498,162199541.91,13320878.84,33.62, foliada,Gneiss,0.25,606911.18,338.42
10499,89724913.39,11536090.94,49.81,Detrítica,Arenisca,0.31,2532.4,197.55
10500,158155161.05,54978422.36,38.68, foliada,Gneiss,0.22,380564.71,205.49
10501,171797633.85,35600388.28,33.39, foliada,Gneiss,0.07,578525.78,381.6
10502,170569492.23,42615652.73,36.77, foliada,Gneiss,0.24,461281.64,375.56
10503,192176887.12,34433721.0,50.73,Porfídica,Basalto,0.55,312325.59,42366.14
10504,252677996.69,15430758.45,35.44,Intermedia-Gruesa,Granito,0.01,882064.19,34.77
10505,189356223.73,21458821.37,52.39,Intermedia-Gruesa,Granito,0.3,618560.61,134.54
10506,303732411.1,30711897.73,46.46,Afanítica,Andesita,0.37,7605099.27,22358.01
10507,220405284.52,29895218.47,37.02,Fanerítica,Gabro,0.18,234925.3,579.8
10508,269373893.4,30487991.63,36.31,Fanerítica,Gabro,0.17,735633.7,841.68
10509,246989085.09,28724238.3,42.18,Fanerítica,Gabro,0.23,462185.19,823.43
10510,161534942.15,30453772.47,37.04, foliada,Gneiss,0.18,375279.4,339.04
10511,288191187.82,30752856.72,48.1,Afanítica,Andesita,0.29,1183788.97,25088.55
10512,187712915.91,29256891.3,35.37,Fanerítica,Gabro,0.11,1032648.06,667.3
10513,249492701.6,29233791.59,33.54,Fanerítica,Gabro,0.1,769437.52,834.63
10514,197394784.89,33365763.73,51.53,Porfídica,Basalto,0.33,568933.71,44072.87
10515,254732446.94,28503248.87,31.78,Fanerítica,Gabro,0.16,1451163.92,935.25
10516,226785895.96,29567848.47,38.41,Fanerítica,Gabro,0.16,749778.93,1186.38
10517,208858711.55,42519647.51,37.23, foliada,Gneiss,0.23,606531.56,289.31
10518,194450851.62,35288450.49,52.85,Intermedia-Gruesa,Granito,0.42,216032.66,83.26
10519,172508054.54,10437782.17,28.59, foliada,Gneiss,0.26,749271.55,96.64
10520,199895792.4,9156103.5,31.47, foliada,Gneiss,0.37,284024.1,399.57
10521,175587084.48,40720605.39,59.72,Intermedia-Gruesa,Granito,0.15,355029.02,56.53
10522,183029974.79,18759247.02,42.21,Intermedia-Gruesa,Granito,0.28,367805.74,104.44
10523,195765776.32,15837838.29,30.79, foliada,Gneiss,0.38,747548.6,356.4
10524,266069338.35,29183229.37,35.52,Fanerítica,Gabro,0.13,898815.95,700.41
10525,222390001.44,30724955.97,28.59,Fanerítica,Gabro,0.14,225471.36,1019.88
10526,209159767.02,70221716.42,44.39,Intermedia-Gruesa,Granito,0.17,287134.42,101.82
10527,264229422.22,30870915.27,37.26,Fanerítica,Gabro,0.19,172171.82,700.67
10528,230341938.62,29135732.61,45.3,Afanítica,Andesita,0.23,4806804.42,26570.82
10529,242387047.76,31319171.18,29.67,Fanerítica,Gabro,0.14,472838.87,764.63
10530,166396676.89,32906767.88,32.75, foliada,Gneiss,0.26,373342.69,398.34
10531,151341646.27,29024534.17,50.08,Porfídica,Basalto,0.3,455948.19,43308.66
10532,223782577.77,29728484.54,28.05,Fanerítica,Gabro,0.21,1307218.48,929.16
10533,148781387.22,35794940.24,40.37, foliada,Gneiss,0.5,690229.27,243.91
10534,286608619.19,30005282.53,36.12,Fanerítica,Gabro,0.11,30656.61,827.53
10535,222405841.85,48292092.14,51.01,Intermedia-Gruesa,Granito,0.01,169795.63,68.38
10536,182760610.25,20733072.9,42.12, foliada,Gneiss,0.03,781273.65,480.34
10537,172046924.83,10768969.27,30.12, foliada,Gneiss,0.36,655903.54,401.12
10538,323965466.03,22187960.28,38.71,Afanítica,Andesita,0.31,7344828.4,22286.09
10539,222039924.26,41957485.11,58.39,Intermedia-Gruesa,Granito,0.11,642354.51,103.23
10540,234538961.54,35948163.65,24.9, foliada,Gneiss,0.06,311804.1,190.36
10541,223715993.11,50115444.88,50.74,Intermedia-Gruesa,Granito,0.33,557808.57,45.69
10542,161494140.57,-5334571.53,52.4,Porfídica,Basalto,0.22,1061731.22,26206.89
10543,204726847.19,6598559.96,58.7,Intermedia-Gruesa,Granito,0.31,403224.59,97.1
10544,217565532.34,30238958.27,35.18,Fanerítica,Gabro,0.13,680565.14,776.2
10545,234691376.16,32851827.57,55.54,Intermedia-Gruesa,Granito,0.21,584057.07,80.57
10546,56208429.7,26874984.55,44.46,Detrítica,Arenisca,0.27,2160.75,316.84
10547,170388924.32,29678164.52,34.91,Fanerítica,Gabro,0.12,882585.59,1234.99
10548,197521414.16,50712593.96,48.48,Intermedia-Gruesa,Granito,0.23,70776.02,47.27
10549,212657395.46,23527120.34,37.88, foliada,Gneiss,0.08,420186.22,45.84
10550,258372603.17,30338417.94,31.19,Fanerítica,Gabro,0.16,616554.51,581.58
10551,188774485.18,25816960.21,34.66, foliada,Gneiss,0.11,43348.76,495.59
10552,283686077.37,29605607.21,34.41,Fanerítica,Gabro,0.16,344114.08,541.67
10553,204204917.54,17957025.57,51.55,Intermedia-Gruesa,Granito,0.2,73131.88,0.99
10554,168742649.58,28101506.47,34.92, foliada,Gneiss,0.14,171838.38,300.26
10555,232429350.17,20365781.82,27.64, foliada,Gneiss,0.07,385740.89,176.94
10556,134673819.35,7060737.49,41.06,Detrítica,Arenisca,0.32,2657.91,352.49
10557,144865531.05,12635214.9,45.1,Detrítica,Arenisca,0.21,5753.62,256.77
10558,155012891.5,34770350.66,43.29, foliada,Gneiss,0.35,585075.43,348.77
10559,158671256.93,12792821.73,28.95, foliada,Gneiss,0.19,417627.94,255.46
10560,181261455.76,23846794.42,37.5, foliada,Gneiss,0.42,1353891.99,520.79
10561,282500919.59,30936264.52,31.4,Fanerítica,Gabro,0.23,743015.03,677.37
10562,159730378.3,11523373.09,41.75,Detrítica,Arenisca,0.44,5398.83,420.64
10563,156837009.07,30218309.38,43.58,Intermedia-Gruesa,Granito,0.31,782727.42,1.87
10564,232066974.31,15455805.5,49.52,Porfídica,Basalto,0.2,359932.9,41997.41
10565,160961160.54,47401571.13,46.24,Intermedia-Gruesa,Granito,0.26,462494.73,166.7
10566,88525993.72,12788974.25,53.38,Porfídica,Basalto,0.28,636155.48,30780.82
10567,80146938.58,-645567.71,47.72,Detrítica,Arenisca,0.28,4480.31,363.08
10568,167944212.86,18541998.26,35.95, foliada,Gneiss,0.21,281265.4,292.73
10569,65311958.26,4643349.84,37.98,Detrítica,Arenisca,0.27,4538.35,401.96
10570,287365413.7,29027513.98,34.59,Fanerítica,Gabro,0.21,766493.62,753.17
10571,185991220.4,16781218.24,46.16,Intermedia-Gruesa,Granito,0.17,886473.14,41.77
10572,214230136.38,9670416.03,42.86, foliada,Gneiss,0.06,390401.11,321.38
10573,191702471.97,28895921.58,36.67,Fanerítica,Gabro,0.15,210019.54,374.0
10574,283852444.9,29563756.74,31.06,Fanerítica,Gabro,0.17,788719.78,1031.82
10575,207013245.33,6319422.33,55.77,Porfídica,Basalto,0.27,562484.57,30841.63
10576,193071793.4,68110894.79,55.82,Porfídica,Basalto,0.29,841787.3,35451.97
10577,115796692.23,38793459.25,49.69,Detrítica,Arenisca,0.26,11707.86,361.76
10578,272426861.46,30951184.79,36.45,Fanerítica,Gabro,0.13,131683.03,1076.01
10579,60317213.58,36515671.52,38.77,Detrítica,Arenisca,0.28,1144.79,318.92
10580,215395956.76,29627679.59,39.16,Fanerítica,Gabro,0.19,133302.73,929.48
10581,285732576.87,29346127.16,32.56,Fanerítica,Gabro,0.21,492936.71,641.32
10582,220792994.71,35040072.38,54.06,Intermedia-Gruesa,Granito,0.24,366675.45,87.35
10583,164123130.25,20091859.6,39.46,Intermedia-Gruesa,Granito,0.01,425969.65,45.48
10584,204489835.74,49834713.51,50.6,Intermedia-Gruesa,Granito,0.21,510927.75,72.18
10585,168654991.35,47364755.71,34.63, foliada,Gneiss,0.1,484535.61,87.08
10586,4573427.56,12582866.43,37.09,Detrítica,Arenisca,0.23,6302.07,300.54
10587,-19187552.48,10589949.91,55.61,Detrítica,Arenisca,0.51,8118.79,252.15
10588,370871787.34,14980460.53,35.52,Afanítica,Andesita,0.36,5219547.13,30183.95
10589,280128013.77,29035756.24,37.64,Fanerítica,Gabro,0.08,660206.3,935.76
10590,241599994.78,27033789.67,46.2,Intermedia-Gruesa,Granito,0.2,622259.16,19.22
10591,243928496.16,31259391.24,44.17,Fanerítica,Gabro,0.18,389351.35,633.22
10592,179934054.07,33594198.76,47.02,Afanítica,Andesita,0.33,4609250.38,21782.75
10593,168999183.29,25752810.18,30.03, foliada,Gneiss,0.15,774636.41,104.42
10594,221757406.25,21984007.65,49.04,Intermedia-Gruesa,Granito,0.27,209352.16,10.48
10595,173495391.96,45522474.03,53.15,Porfídica,Basalto,0.11,901105.67,17521.25
10596,212478790.86,27849334.78,30.06, foliada,Gneiss,0.33,511529.24,266.07
10597,281656160.18,30041652.86,34.3,Fanerítica,Gabro,0.08,376037.79,1121.25
10598,220794220.33,32884789.57,43.97,Afanítica,Andesita,0.22,7502447.0,17898.88
10599,199391400.54,33049606.4,26.14, foliada,Gneiss,0.34,675076.15,261.85
10600,196772848.04,20797385.02,40.57, foliada,Gneiss,0.29,574960.19,538.03
10601,251778051.54,29587445.6,33.75,Fanerítica,Gabro,0.21,384925.94,995.31
10602,118696250.1,40705916.4,42.86,Detrítica,Arenisca,0.23,7164.96,245.23
10603,176158520.38,25680636.93,29.87, foliada,Gneiss,0.26,773702.9,410.37
10604,186558011.71,31830260.45,32.88,Fanerítica,Gabro,0.19,933555.0,711.17
10605,251537911.6,29307160.71,36.08,Fanerítica,Gabro,0.15,489881.36,759.01
10606,180276048.38,6352446.03,50.56,Porfídica,Basalto,0.14,273944.88,51175.4
10607,75071061.38,19534459.41,55.15,Detrítica,Arenisca,0.38,5397.79,295.37
10608,227658616.64,31112037.83,35.45,Fanerítica,Gabro,0.13,259264.91,665.8
10609,160742827.25,40858882.19,38.0, foliada,Gneiss,0.02,369811.82,64.82
10610,232916672.16,29564953.17,28.42,Fanerítica,Gabro,0.13,209029.2,567.3
10611,158888764.96,62786807.83,51.36,Porfídica,Basalto,0.19,801325.9,40948.35
10612,243705980.07,30280993.95,37.76,Fanerítica,Gabro,0.15,126388.41,589.89
10613,256490157.79,31840721.83,41.24,Fanerítica,Gabro,0.19,468855.82,965.5
10614,100907098.04,26252095.42,52.67,Detrítica,Arenisca,0.05,7203.4,491.28
10615,234756705.77,18020026.01,55.42,Intermedia-Gruesa,Granito,0.4,606829.24,27.36
10616,190507355.45,36472841.13,28.99, foliada,Gneiss,0.12,202131.37,228.9
10617,63737857.92,9310207.19,52.28,Detrítica,Arenisca,0.54,8579.48,266.9
10618,219039801.36,30737485.37,32.59,Fanerítica,Gabro,0.14,168693.64,594.51
10619,186945061.37,46083057.18,47.35,Intermedia-Gruesa,Granito,0.19,903731.87,27.55
10620,234423895.79,20471130.69,49.98,Intermedia-Gruesa,Granito,0.48,695752.06,6.82
10621,241664684.42,53283577.07,56.35,Intermedia-Gruesa,Granito,0.35,573976.43,68.07
10622,74915069.92,8396967.85,44.72,Detrítica,Arenisca,0.73,6880.15,345.28
10623,234088310.53,24232111.89,50.28,Afanítica,Andesita,0.31,3738703.35,15709.5
10624,299671359.37,29033511.0,39.62,Fanerítica,Gabro,0.1,456268.88,732.89
10625,247210755.87,31116756.47,41.8,Afanítica,Andesita,0.3,2763108.1,11876.56
10626,278234978.7,28382704.23,35.17,Fanerítica,Gabro,0.27,114180.37,653.59
10627,289602358.74,23528529.6,54.64,Afanítica,Andesita,0.32,6602197.92,20083.95
10628,211493335.27,48263965.57,55.86,Porfídica,Basalto,0.33,232286.83,40141.88
10629,227371701.64,29625967.37,33.57,Fanerítica,Gabro,0.2,931227.88,735.01
10630,221567112.42,31171080.15,35.8,Fanerítica,Gabro,0.17,857228.59,581.47
10631,278034814.47,30058245.8,34.08,Fanerítica,Gabro,0.11,861219.11,768.93
10632,211398016.51,38087440.04,46.91,Intermedia-Gruesa,Granito,0.18,256380.95,47.65
10633,191884528.61,32071338.74,46.63, foliada,Gneiss,0.31,214374.19,204.1
10634,188752832.57,27092452.37,33.11, foliada,Gneiss,0.05,71218.62,235.23
10635,225748412.39,35760872.27,53.03,Porfídica,Basalto,0.28,264068.42,31114.81
10636,110300567.63,34836897.4,33.7,Detrítica,Arenisca,0.12,5347.26,319.42
10637,187983265.0,12345933.18,34.59, foliada,Gneiss,0.1,384771.68,227.18
10638,231014397.43,10626197.87,40.08,Intermedia-Gruesa,Granito,0.53,289620.87,72.42
10639,248591603.05,30271765.44,36.35,Fanerítica,Gabro,0.15,469826.44,1078.04
10640,339052926.16,32771568.23,41.47,Fanerítica,Gabro,0.1,484421.79,634.45
10641,274169711.04,27009634.43,37.69,Fanerítica,Gabro,0.13,543260.85,673.4
10642,241299020.03,28915548.71,43.32,Afanítica,Andesita,0.3,3429486.09,16993.58
10643,191913378.82,36811144.39,34.98, foliada,Gneiss,0.52,627572.32,338.98
10644,176660870.66,15096698.1,55.65,Intermedia-Gruesa,Granito,0.22,644085.21,77.38
10645,163955467.08,46956585.22,39.9, foliada,Gneiss,0.21,217629.31,33.27
10646,171208383.01,20388270.76,62.79,Intermedia-Gruesa,Granito,0.52,612476.15,134.7
10647,174119661.11,32983190.51,51.8,Intermedia-Gruesa,Granito,0.21,496376.67,2.76
10648,160192024.37,22409576.61,53.93,Porfídica,Basalto,0.32,430741.88,60057.94
10649,194647351.58,34610442.78,58.89,Intermedia-Gruesa,Granito,0.19,286137.55,36.92
10650,193867817.32,11173210.47,33.58, foliada,Gneiss,0.55,862442.95,43.88
10651,256269687.51,31349521.02,32.08,Fanerítica,Gabro,0.16,281856.75,887.95
10652,264941666.21,30351079.91,35.27,Fanerítica,Gabro,0.17,894227.59,810.47
10653,279860757.89,29093922.1,36.13,Fanerítica,Gabro,0.14,281849.31,940.57
10654,167913524.03,10585906.45,50.66,Intermedia-Gruesa,Granito,0.08,589698.1,103.45
10655,195521540.44,7377002.54,53.4,Porfídica,Basalto,0.31,209619.07,50358.54
10656,93678266.03,5720841.78,52.22,Detrítica,Arenisca,0.1,3610.54,230.08
10657,203108297.24,48298066.85,48.78,Intermedia-Gruesa,Granito,0.09,836764.1,63.96
10658,245436791.01,31086677.78,32.22,Fanerítica,Gabro,0.2,368425.7,1100.41
10659,196046171.06,71306409.84,53.15,Porfídica,Basalto,0.37,998388.61,43215.35
10660,227088618.69,39086224.27,51.49,Intermedia-Gruesa,Granito,0.4,29839.77,47.92
10661,152944334.13,53856951.44,56.72,Porfídica,Basalto,0.3,91635.41,29082.48
10662,255418042.51,35267120.04,32.37,Afanítica,Andesita,0.29,4087934.32,20678.67
10663,217108383.03,29811686.06,31.61,Fanerítica,Gabro,0.08,30983.21,932.85
10664,188909891.03,45649550.81,56.15,Porfídica,Basalto,0.26,221703.54,25575.57
10665,198898020.33,29886439.31,35.95,Fanerítica,Gabro,0.11,117979.63,1079.51
10666,216476234.96,49163340.64,57.51,Intermedia-Gruesa,Granito,0.07,46362.43,53.16
10667,125369742.89,35022181.22,59.63,Intermedia-Gruesa,Granito,0.39,411242.11,115.93
10668,192228294.75,29030421.3,34.38,Fanerítica,Gabro,0.15,213764.72,905.78
10669,248228212.99,29108433.01,36.13,Fanerítica,Gabro,0.16,1143333.54,1007.95
10670,196932464.34,44307082.42,47.41,Intermedia-Gruesa,Granito,0.02,548982.85,67.05
10671,157854925.73,25080836.76,48.17,Intermedia-Gruesa,Granito,0.24,493340.7,50.33
10672,203654027.82,31948399.65,54.13,Porfídica,Basalto,0.45,778209.67,32944.39
10673,232216830.63,21919348.61,51.81,Intermedia-Gruesa,Granito,0.2,636122.3,69.05
10674,201439314.96,13970398.63,27.89, foliada,Gneiss,0.15,935700.07,172.9
10675,227742475.62,44042519.65,55.9,Intermedia-Gruesa,Granito,0.17,112027.1,114.11
10676,181948730.72,54415285.08,54.79,Intermedia-Gruesa,Granito,0.36,331030.96,94.21
10677,160205247.75,42370810.12,59.02,Intermedia-Gruesa,Granito,0.44,333323.51,90.09
10678,119282891.82,43488326.98,46.78,Detrítica,Arenisca,0.25,739.13,292.71
10679,232412814.87,29621665.21,32.56,Fanerítica,Gabro,0.19,914722.39,519.64
10680,197040936.4,33109006.8,35.21, foliada,Gneiss,0.26,605182.52,310.79
10681,189476674.53,31616707.36,40.14,Fanerítica,Gabro,0.23,446269.46,624.51
10682,285347577.22,31249681.01,35.32,Fanerítica,Gabro,0.1,1580709.46,759.5
10683,181415945.19,35004366.2,50.88,Intermedia-Gruesa,Granito,0.38,261937.68,62.88
10684,220210903.12,16084512.19,48.43,Intermedia-Gruesa,Granito,0.04,653801.71,105.24
10685,138968012.51,22728061.19,31.23, foliada,Gneiss,0.2,466476.4,113.35
10686,236792870.12,36809116.11,50.35,Porfídica,Basalto,0.33,63565.91,31124.99
10687,222836942.39,24562405.35,58.16,Intermedia-Gruesa,Granito,0.21,726392.47,96.82
10688,98585560.64,6994966.18,33.72,Detrítica,Arenisca,0.18,3590.89,471.87
10689,199337659.36,48835342.97,27.94, foliada,Gneiss,0.27,285392.28,431.57
