,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson,Resistividad,Susceptibilidad
5738,203537141.33,30012311.92,56.59,Intermedia-Gruesa,Granito,0.3,107749.38,0.0
5739,49644770.53,14265734.41,30.49,Detrítica,Arenisca,0.12,2449.25,0.0
5740,250505717.77,29846017.82,39.21,Fanerítica,Gabro,0.17,767499.12,0.0
5741,157980109.4,66504302.4,54.74,Porfídica,Basalto,0.23,521104.29,0.04
5742,75584424.23,13823855.54,22.98,Detrítica,Arenisca,0.39,8231.02,0.0
5743,254609984.06,33515560.06,43.94,Intermedia-Gruesa,Granito,0.06,1030958.49,0.0
5744,219468086.81,63499558.85,46.64,Intermedia-Gruesa,Granito,0.41,366468.48,0.0
5745,320314534.75,31035133.07,34.77,Fanerítica,Gabro,0.09,364914.75,0.0
5746,197248738.99,34127365.27,50.11,Afanítica,Andesita,0.3,7556329.07,0.02
5747,144684188.93,46812081.87,43.7,Intermedia-Gruesa,Granito,0.22,1004194.25,0.0
5748,209505612.22,36234926.3,34.94, foliada,Gneiss,0.44,195455.26,0.0
5749,183203909.76,29243863.51,33.72,Fanerítica,Gabro,0.21,543895.55,0.0
5750,179685399.74,21907518.16,56.97,Intermedia-Gruesa,Granito,0.3,1108200.03,0.0
5751,174628435.56,15271461.71,40.55, foliada,Gneiss,0.24,651964.28,0.0
5752,188802446.86,16799333.88,31.39, foliada,Gneiss,0.03,873388.31,0.0
5753,272309883.87,27784441.25,30.98,Fanerítica,Gabro,0.19,819393.02,0.0
5754,237607387.53,25072928.33,45.28,Afanítica,Andesita,0.25,6450407.37,0.02
5755,194473324.72,17747986.05,38.31, foliada,Gneiss,0.21,431444.11,0.0
5756,185752643.25,15064799.88,31.83, foliada,Gneiss,0.21,586755.56,0.0
5757,207945759.65,10286956.19,50.74,Intermedia-Gruesa,Granito,0.03,979287.62,0.0
5758,264856099.84,29851964.73,37.22,Fanerítica,Gabro,0.18,639146.16,0.0
5759,205013960.88,44366443.87,40.44,Intermedia-Gruesa,Granito,0.33,1012933.37,0.0
5760,262873746.78,30848823.02,34.25,Fanerítica,Gabro,0.19,1143458.56,0.0
5761,245972183.95,31150866.07,37.53,Fanerítica,Gabro,0.16,467088.34,0.0
5762,209133424.92,29079719.61,40.02,Fanerítica,Gabro,0.15,235325.63,0.0
5763,216868700.83,49191557.52,56.22,Intermedia-Gruesa,Granito,0.01,211319.06,0.0
5764,162202505.67,10872717.75,36.19, foliada,Gneiss,0.02,915751.2,0.0
5765,200026944.42,35693369.98,47.54,Intermedia-Gruesa,Granito,0.25,329085.5,0.0
5766,193290584.01,16801553.73,53.58,Intermedia-Gruesa,Granito,0.42,722633.32,0.0
5767,219888961.04,16141664.28,51.29,Intermedia-Gruesa,Granito,0.02,735645.96,0.0
5768,181859683.7,34963083.7,52.09,Intermedia-Gruesa,Granito,0.18,808652.0,0.0
5769,258493653.54,30769020.96,35.1,Fanerítica,Gabro,0.18,403507.64,0.0
5770,182687669.21,29947556.08,34.17,Fanerítica,Gabro,0.14,836021.78,0.0
5771,263709342.63,30123223.9,34.63,Fanerítica,Gabro,0.12,213089.23,0.0
5772,241861433.18,31153958.21,38.6,Fanerítica,Gabro,0.2,716485.31,0.0
5773,259769957.48,31746700.64,35.87,Fanerítica,Gabro,0.11,426508.62,0.0
5774,257696527.84,29852818.14,38.9,Fanerítica,Gabro,0.15,37236.63,0.0
5775,246744819.82,29161775.6,30.8,Fanerítica,Gabro,0.12,191765.95,0.0
5776,153653763.82,2925812.51,50.22,Detrítica,Arenisca,0.37,6333.58,0.0
5777,191946714.91,11550174.52,33.29, foliada,Gneiss,0.43,530105.73,0.0
5778,150274632.36,17747086.1,32.22, foliada,Gneiss,0.25,634549.36,0.0
5779,143618472.3,30015397.51,29.95, foliada,Gneiss,0.13,636500.88,0.0
5780,204633668.36,18238935.14,32.36, foliada,Gneiss,0.36,1042685.64,0.0
5781,246557816.26,26079811.33,37.71,Afanítica,Andesita,0.25,9458759.35,0.02
5782,214744261.56,18734846.41,38.57, foliada,Gneiss,0.12,284139.91,0.0
5783,280991690.19,29842201.99,35.58,Fanerítica,Gabro,0.16,361373.6,0.0
5784,318164451.52,25062488.71,40.71,Afanítica,Andesita,0.16,2048800.52,0.02
5785,182045923.67,4779588.15,29.75, foliada,Gneiss,0.01,171903.46,0.0
5786,192949057.87,39455811.86,37.99, foliada,Gneiss,0.35,127931.0,0.0
5787,87819831.29,29436238.11,57.94,Detrítica,Arenisca,0.43,2999.8,0.0
5788,155835414.63,23824954.57,40.46,Intermedia-Gruesa,Granito,0.35,576495.98,0.0
5789,249814966.36,28929184.45,33.76,Fanerítica,Gabro,0.13,548486.44,0.0
5790,203078203.52,35181420.5,30.35, foliada,Gneiss,0.21,67397.28,0.0
5791,175843179.82,48226695.01,53.83,Porfídica,Basalto,0.18,432836.28,0.03
5792,224393668.63,28618770.5,39.28,Fanerítica,Gabro,0.19,897778.65,0.0
5793,223258439.92,27747623.85,40.72,Fanerítica,Gabro,0.17,284395.62,0.0
5794,190673089.31,28387062.85,35.63, foliada,Gneiss,0.23,121379.81,0.0
5795,106848628.46,17014660.38,58.88,Detrítica,Arenisca,0.13,1412.57,0.0
5796,198263368.85,11179115.4,33.41, foliada,Gneiss,0.29,703459.25,0.0
5797,137547736.34,49557664.88,62.31,Intermedia-Gruesa,Granito,0.18,606712.11,0.0
5798,155018249.9,21781843.42,45.32, foliada,Gneiss,0.36,504601.47,0.0
5799,176473734.91,-47906.96,38.42, foliada,Gneiss,0.24,75107.52,0.0
5800,159288411.47,32097089.32,30.98, foliada,Gneiss,0.26,539740.78,0.0
5801,219787129.55,8295919.44,50.88,Intermedia-Gruesa,Granito,0.37,229609.79,0.0
5802,192587721.16,39864516.43,35.87, foliada,Gneiss,0.08,639736.58,0.0
5803,156359077.43,45437835.24,49.85,Porfídica,Basalto,0.45,551975.64,0.03
5804,296896180.43,35714910.09,47.49,Afanítica,Andesita,0.21,4484608.53,0.03
5805,173715625.55,15306706.67,36.22, foliada,Gneiss,0.22,560455.09,0.0
5806,252219510.26,50502567.51,49.94,Intermedia-Gruesa,Granito,0.26,472099.27,0.0
5807,106920075.7,30115860.34,37.7,Detrítica,Arenisca,0.53,6490.18,0.0
5808,308832895.16,30299232.54,33.86,Fanerítica,Gabro,0.17,1955844.72,0.0
5809,176743394.32,16009869.49,55.94,Intermedia-Gruesa,Granito,0.08,260700.75,0.0
5810,323147308.76,25335204.71,37.52,Afanítica,Andesita,0.25,2329936.77,0.02
5811,226111805.69,22568319.38,27.33, foliada,Gneiss,0.4,525472.67,0.0
5812,189853005.11,41174784.52,49.01,Intermedia-Gruesa,Granito,0.19,1085333.15,0.0
5813,143275057.22,30667431.79,33.16,Fanerítica,Gabro,0.16,792172.29,0.0
5814,162046476.09,16214202.86,40.31, foliada,Gneiss,0.18,195980.52,0.0
5815,180951454.42,23732556.84,55.26,Intermedia-Gruesa,Granito,0.37,840243.53,0.0
5816,229249849.12,31069745.85,37.88,Fanerítica,Gabro,0.15,501206.92,0.0
5817,248944866.98,59041917.29,48.59,Intermedia-Gruesa,Granito,0.42,496542.74,0.0
5818,181240559.49,58788582.96,39.8,Intermedia-Gruesa,Granito,0.1,862148.7,0.0
5819,242218596.89,34547846.93,47.73,Afanítica,Andesita,0.22,4676369.59,0.03
5820,199775202.07,33392412.26,54.34,Porfídica,Basalto,0.27,485702.11,0.04
5821,197462047.69,6666013.79,39.68, foliada,Gneiss,0.18,665806.17,0.0
5822,269024774.28,29091440.86,45.33,Afanítica,Andesita,0.26,2650172.75,0.03
5823,316917801.89,29440891.42,36.46,Fanerítica,Gabro,0.2,952944.91,0.0
5824,120099816.48,13847172.63,22.88,Detrítica,Arenisca,0.02,5085.13,0.0
5825,240394700.5,29094633.92,34.11,Fanerítica,Gabro,0.2,592038.48,0.0
5826,200234532.15,55598875.18,50.36,Intermedia-Gruesa,Granito,0.26,148583.09,0.0
5827,187381384.6,57066075.29,55.56,Intermedia-Gruesa,Granito,0.59,282492.78,0.0
5828,194382564.56,29364150.81,29.97,Fanerítica,Gabro,0.19,102401.76,0.0
5829,248680781.48,29324076.24,34.61,Fanerítica,Gabro,0.21,689754.24,0.0
5830,219597883.02,29614656.6,33.09,Fanerítica,Gabro,0.12,89559.51,0.0
5831,270581916.82,31200444.79,32.41,Fanerítica,Gabro,0.16,471879.49,0.0
5832,201291776.09,25535813.33,54.2,Porfídica,Basalto,0.29,191995.24,0.03
5833,205736446.07,50565903.23,43.52,Intermedia-Gruesa,Granito,0.25,393027.78,0.0
5834,211660117.61,40814035.47,43.67,Intermedia-Gruesa,Granito,0.39,628461.76,0.0
5835,141199839.26,26811651.25,49.88,Porfídica,Basalto,0.16,1278028.5,0.03
5836,172387339.59,21467511.46,41.98, foliada,Gneiss,0.53,501072.49,0.0
5837,183065763.33,26587547.27,53.48,Intermedia-Gruesa,Granito,0.41,605336.2,0.0
5838,162298489.92,37407457.48,52.11,Porfídica,Basalto,0.24,768211.95,0.05
5839,221423646.01,24098024.78,46.43, foliada,Gneiss,0.49,538012.45,0.0
5840,170651926.97,13954688.67,58.77,Detrítica,Arenisca,0.37,9753.99,0.0
5841,210148477.82,54807877.84,50.73,Porfídica,Basalto,0.5,244773.38,0.03
5842,231946153.35,28536578.18,33.5,Fanerítica,Gabro,0.14,740571.09,0.0
5843,178093662.86,24264979.55,49.83,Intermedia-Gruesa,Granito,0.46,859490.23,0.0
5844,326744150.9,27852006.43,34.4,Fanerítica,Gabro,0.13,578013.66,0.0
5845,180940746.12,46988918.73,49.85,Porfídica,Basalto,0.21,441652.31,0.05
5846,246993266.67,25073581.71,44.26,Intermedia-Gruesa,Granito,0.07,197809.13,0.0
5847,136713268.34,28831575.89,56.99,Intermedia-Gruesa,Granito,0.12,717316.81,0.0
5848,184864979.0,38884721.65,26.94, foliada,Gneiss,0.18,743500.47,0.0
5849,173275841.0,59992015.16,48.71,Porfídica,Basalto,0.36,842623.25,0.02
5850,78170100.46,3912064.15,51.1,Detrítica,Arenisca,0.38,1110.29,0.0
5851,140034768.11,18511055.03,35.8, foliada,Gneiss,0.29,70596.24,0.0
5852,75526156.0,12785669.88,37.11,Detrítica,Arenisca,0.42,4465.49,0.0
5853,214871534.26,44004953.22,40.55,Intermedia-Gruesa,Granito,0.33,301742.76,0.0
5854,162687902.9,46437585.83,51.58,Porfídica,Basalto,0.33,43578.86,0.03
5855,177404765.47,27712333.06,35.67, foliada,Gneiss,0.23,613152.28,0.0
5856,253066582.85,31463764.14,32.07,Fanerítica,Gabro,0.11,243962.12,0.0
5857,174202613.58,21956146.71,38.18, foliada,Gneiss,0.3,448467.92,0.0
5858,170025906.53,37334160.17,33.57, foliada,Gneiss,0.32,649702.16,0.0
5859,34753112.94,58692801.63,26.63,Detrítica,Arenisca,0.07,3212.37,0.0
5860,196006842.12,31745134.11,33.51, foliada,Gneiss,0.26,903759.64,0.0
5861,242446206.62,29743955.59,36.03,Fanerítica,Gabro,0.23,198406.83,0.0
5862,156378625.78,29345862.21,39.23,Afanítica,Andesita,0.24,5844171.26,0.02
5863,168830255.12,7155621.96,33.94, foliada,Gneiss,0.06,475578.3,0.0
5864,202179523.81,2282536.35,44.75,Intermedia-Gruesa,Granito,0.13,657011.93,0.0
5865,243237939.17,35549838.14,47.95,Afanítica,Andesita,0.36,6895184.29,0.03
5866,311023172.28,30205368.51,36.46,Fanerítica,Gabro,0.17,732101.48,0.0
5867,206957389.87,42066516.98,35.26, foliada,Gneiss,0.38,700953.64,0.0
5868,156155924.24,30974245.88,31.06, foliada,Gneiss,0.06,84249.79,0.0
5869,222231204.73,64834277.12,51.23,Porfídica,Basalto,0.45,102952.74,0.03
5870,189757434.51,50530539.57,34.47,Intermedia-Gruesa,Granito,0.22,445848.37,0.0
5871,179597795.46,26558213.66,40.62, foliada,Gneiss,0.3,992817.92,0.0
5872,205097285.81,30890842.61,41.45,Fanerítica,Gabro,0.19,353147.56,0.0
5873,193624055.38,21263251.9,36.12, foliada,Gneiss,0.24,500243.18,0.0
5874,82752644.13,10380238.84,39.52,Detrítica,Arenisca,0.27,1674.56,0.0
5875,256027602.32,30409898.33,36.61,Fanerítica,Gabro,0.14,1046494.31,0.0
5876,152861229.61,18125769.13,54.36,Porfídica,Basalto,0.23,179167.55,0.02
5877,145902834.43,42947907.37,40.98, foliada,Gneiss,0.06,198920.89,0.0
5878,216413464.12,25684317.97,51.12,Porfídica,Basalto,0.28,803821.05,0.04
5879,200912683.39,-10871054.39,26.26, foliada,Gneiss,0.07,1073047.71,0.0
5880,181643024.23,28760178.27,34.44, foliada,Gneiss,0.49,359602.82,0.0
5881,251048581.67,25158116.02,47.66,Intermedia-Gruesa,Granito,0.24,785924.59,0.0
5882,189142003.4,32202771.06,31.12, foliada,Gneiss,0.5,349901.87,0.0
5883,187474911.16,36843904.5,52.37,Porfídica,Basalto,0.27,462967.04,0.03
5884,204626243.02,220918.62,36.35, foliada,Gneiss,0.26,478566.47,0.0
5885,189956851.38,42106630.47,42.67, foliada,Gneiss,0.29,721010.58,0.0
5886,185515103.92,33670971.36,38.78, foliada,Gneiss,0.05,675834.98,0.0
5887,141840793.79,57372574.5,66.51,Intermedia-Gruesa,Granito,0.49,406712.73,0.0
5888,214929334.81,30857609.42,40.31,Intermedia-Gruesa,Granito,0.18,578137.16,0.0
5889,250015069.02,28629287.35,37.31,Fanerítica,Gabro,0.14,818814.47,0.0
5890,179605469.15,5443204.4,30.05, foliada,Gneiss,0.09,336277.25,0.0
5891,97660054.91,16388812.55,37.81,Detrítica,Arenisca,0.52,7430.82,0.0
5892,232092570.6,30480359.5,35.09,Fanerítica,Gabro,0.18,165546.69,0.0
5893,152762629.48,25939532.85,30.37, foliada,Gneiss,0.17,128827.05,0.0
5894,162731302.29,51094305.99,51.75,Porfídica,Basalto,0.07,247930.1,0.05
5895,186798894.51,6938417.18,50.94,Detrítica,Arenisca,0.56,820.64,0.0
5896,198181546.19,33511539.38,57.6,Porfídica,Basalto,0.23,102801.39,0.05
5897,68244081.77,29812881.97,49.57,Detrítica,Arenisca,0.02,6007.43,0.0
5898,208387980.24,28508699.85,37.36,Fanerítica,Gabro,0.18,1316435.14,0.0
5899,110004615.48,38225036.63,29.58,Detrítica,Arenisca,0.46,6101.19,0.0
5900,288706843.69,31327340.43,37.94,Fanerítica,Gabro,0.14,145207.28,0.0
5901,278717615.53,29449153.02,35.86,Fanerítica,Gabro,0.22,1131345.71,0.0
5902,290371883.18,16521831.45,51.72,Intermedia-Gruesa,Granito,0.53,485058.38,0.0
5903,275028529.58,30042961.01,33.62,Fanerítica,Gabro,0.1,398685.35,0.0
5904,112851151.83,49676470.32,44.77,Detrítica,Arenisca,0.36,2489.93,0.0
5905,237488785.97,25691300.78,47.84,Intermedia-Gruesa,Granito,0.46,835488.67,0.0
5906,188067351.41,8162872.84,53.02,Porfídica,Basalto,0.51,431219.46,0.04
5907,148804434.12,48608868.05,53.28,Porfídica,Basalto,0.23,488722.86,0.03
5908,170266980.18,39741830.61,32.94, foliada,Gneiss,0.13,198698.91,0.0
5909,144200133.01,41979875.4,38.92, foliada,Gneiss,0.14,899504.7,0.0
5910,205970254.47,33241782.69,50.73,Porfídica,Basalto,0.19,863290.31,0.04
5911,194434276.49,29396888.59,34.36,Fanerítica,Gabro,0.22,746122.87,0.0
5912,222514909.86,29564911.79,31.64,Fanerítica,Gabro,0.2,89898.67,0.0
5913,196433376.69,51375218.39,31.37, foliada,Gneiss,0.15,749099.97,0.0
5914,165708904.49,46834138.58,37.21, foliada,Gneiss,0.23,417138.68,0.0
5915,199877425.61,26688334.52,43.44,Intermedia-Gruesa,Granito,0.22,515666.22,0.0
5916,63062244.37,26425532.71,23.24,Detrítica,Arenisca,0.41,6109.56,0.0
5917,258300276.84,29709668.79,38.36,Fanerítica,Gabro,0.14,103037.29,0.0
5918,181810834.39,34119720.82,26.34, foliada,Gneiss,0.42,211249.6,0.0
5919,173327094.01,9236410.25,34.11, foliada,Gneiss,0.06,173579.85,0.0
5920,317423267.77,31009980.55,37.0,Fanerítica,Gabro,0.18,278593.01,0.0
5921,229992912.03,70572830.56,40.52,Intermedia-Gruesa,Granito,0.35,104222.52,0.0
5922,229731694.12,29965031.96,37.14,Fanerítica,Gabro,0.16,99902.36,0.0
5923,280850837.9,28833764.37,32.18,Fanerítica,Gabro,0.1,339414.94,0.0
5924,48822442.01,27563140.72,39.83,Detrítica,Arenisca,0.1,5945.74,0.0
5925,212486085.94,42124446.01,47.96,Porfídica,Basalto,0.35,527642.02,0.04
5926,106458010.28,29748694.24,30.13,Detrítica,Arenisca,0.49,4366.45,0.0
5927,365990160.88,18898679.47,47.54,Afanítica,Andesita,0.29,574097.75,0.02
5928,250324276.4,23398577.12,57.03,Intermedia-Gruesa,Granito,0.47,681004.75,0.0
5929,230737922.59,30589442.56,36.09,Fanerítica,Gabro,0.18,228910.15,0.0
5930,208254661.16,30194095.34,38.01,Fanerítica,Gabro,0.22,557833.96,0.0
5931,162791356.22,31958005.38,29.59, foliada,Gneiss,0.48,353357.46,0.0
5932,192169850.48,705580.77,27.1, foliada,Gneiss,0.15,443533.66,0.0
5933,263579288.51,29629922.55,31.9,Fanerítica,Gabro,0.12,665216.54,0.0
5934,398438473.9,41095373.09,47.85,Afanítica,Andesita,0.2,5530747.07,0.02
5935,274307730.54,28786630.61,34.78,Fanerítica,Gabro,0.14,502931.59,0.0
5936,245467277.37,29897259.84,35.58,Fanerítica,Gabro,0.18,467044.31,0.0
5937,105421104.34,21007084.95,35.48,Detrítica,Arenisca,0.14,8291.29,0.0
5938,149727528.19,33545316.77,54.78,Porfídica,Basalto,0.21,213833.21,0.05
5939,233855198.73,28302265.67,36.05,Fanerítica,Gabro,0.17,455642.43,0.0
5940,224011414.95,31216278.9,52.2,Porfídica,Basalto,0.26,720409.23,0.01
5941,216946386.65,30207042.62,30.58,Fanerítica,Gabro,0.14,846435.11,0.0
5942,175005034.61,31107248.01,53.88,Porfídica,Basalto,0.18,407084.62,0.05
5943,182073488.11,16094529.97,52.55,Intermedia-Gruesa,Granito,0.16,857746.81,0.0
5944,197976927.14,15524848.24,51.22,Intermedia-Gruesa,Granito,0.29,277414.6,0.0
5945,216555676.5,23999855.31,48.38,Intermedia-Gruesa,Granito,0.22,470028.57,0.0
5946,111167830.26,52108869.38,53.51,Porfídica,Basalto,0.28,640805.93,0.07
5947,270395150.33,28616093.68,39.78,Fanerítica,Gabro,0.13,549566.0,0.0
5948,228523266.78,29420729.65,33.06,Fanerítica,Gabro,0.18,152237.34,0.0
5949,162084895.14,55818459.49,52.34,Intermedia-Gruesa,Granito,0.24,135277.24,0.0
5950,136574079.56,9131883.51,53.31,Porfídica,Basalto,0.14,100581.76,0.02
5951,193696920.45,47362449.31,58.76,Intermedia-Gruesa,Granito,0.39,578053.91,0.0
5952,197403516.19,27533563.15,63.53,Intermedia-Gruesa,Granito,0.34,290823.09,0.0
5953,166892597.38,20459322.73,40.02, foliada,Gneiss,0.19,356832.4,0.0
5954,161926633.25,26776300.47,36.39, foliada,Gneiss,0.38,674915.85,0.0
5955,102443338.31,45248582.77,52.99,Porfídica,Basalto,0.31,372491.39,0.06
5956,213096106.58,52749685.22,47.67,Porfídica,Basalto,0.44,51496.64,0.04
5957,265005752.69,31172193.44,35.35,Fanerítica,Gabro,0.21,17874.26,0.0
5958,246662084.8,29752421.61,37.84,Fanerítica,Gabro,0.23,176610.08,0.0
5959,173388585.41,33439954.64,30.5, foliada,Gneiss,0.34,614171.55,0.0
5960,201025993.17,24152481.35,46.77,Intermedia-Gruesa,Granito,0.38,607444.1,0.0
5961,183263500.42,37825431.11,31.88, foliada,Gneiss,0.46,926411.85,0.0
5962,212637077.32,26577344.1,40.35,Intermedia-Gruesa,Granito,0.47,533192.95,0.0
5963,216021238.77,35743252.98,48.14,Porfídica,Basalto,0.33,726857.3,0.04
5964,193059339.53,36794155.23,33.6, foliada,Gneiss,0.18,635462.38,0.0
5965,186325731.77,26660984.73,36.41,Afanítica,Andesita,0.22,4959725.04,0.03
5966,185930216.47,16745994.54,40.92, foliada,Gneiss,0.54,442655.77,0.0
5967,249430140.83,13498557.53,44.21,Intermedia-Gruesa,Granito,0.42,686865.35,0.0
5968,161959867.56,14887156.94,34.0, foliada,Gneiss,0.31,403267.99,0.0
5969,296326745.02,24346870.66,48.9,Afanítica,Andesita,0.18,5248207.6,0.03
5970,152223792.98,5492018.79,34.25, foliada,Gneiss,0.22,1120101.01,0.0
5971,207097230.16,6749634.26,36.78, foliada,Gneiss,0.18,285759.48,0.0
5972,190831469.99,24672451.62,35.51, foliada,Gneiss,0.37,603661.82,0.0
5973,215908778.77,30798450.97,54.43,Intermedia-Gruesa,Granito,0.08,171714.27,0.0
5974,179180076.17,34844796.69,33.87, foliada,Gneiss,0.1,47424.55,0.0
5975,230409119.57,30391342.82,32.86,Fanerítica,Gabro,0.13,1116379.98,0.0
5976,146816121.45,21620071.01,36.44,Detrítica,Arenisca,0.45,1125.61,0.0
5977,198886242.09,24291047.22,41.62, foliada,Gneiss,0.12,469505.02,0.0
5978,162323398.11,22463716.91,49.18,Porfídica,Basalto,0.26,350388.69,0.04
5979,163242178.56,54326087.68,44.82,Intermedia-Gruesa,Granito,0.25,14807.46,0.0
5980,325409162.57,31669296.57,34.77,Fanerítica,Gabro,0.14,866274.57,0.0
5981,208543024.68,9360161.78,38.77,Intermedia-Gruesa,Granito,0.13,411228.11,0.0
5982,177662355.1,27759487.03,60.32,Intermedia-Gruesa,Granito,0.5,620712.4,0.0
5983,196699824.6,19941644.71,34.46, foliada,Gneiss,0.04,137241.4,0.0
5984,173074043.28,40188663.21,47.85,Intermedia-Gruesa,Granito,0.2,170464.59,0.0
5985,188221110.76,41424845.01,39.39, foliada,Gneiss,0.31,747197.2,0.0
5986,205055867.68,29125405.46,35.94,Fanerítica,Gabro,0.14,148027.09,0.0
5987,190503498.56,12886526.02,55.52,Porfídica,Basalto,0.28,836679.15,0.03
5988,206792759.62,34601514.26,50.24,Intermedia-Gruesa,Granito,0.09,102529.12,0.0
5989,217858320.57,28337759.23,33.36,Fanerítica,Gabro,0.17,436070.82,0.0
5990,202561245.87,46598234.64,55.96,Intermedia-Gruesa,Granito,0.0,193206.67,0.0
5991,182316164.28,23916819.67,28.98, foliada,Gneiss,0.09,311386.25,0.0
5992,219115768.56,63600949.25,45.64,Porfídica,Basalto,0.14,703485.0,0.03
5993,227952516.34,48260709.22,50.35,Intermedia-Gruesa,Granito,0.15,493631.4,0.0
5994,165556831.11,68246112.48,54.29,Porfídica,Basalto,0.39,183654.76,0.03
5995,164105925.7,-12953476.87,37.98, foliada,Gneiss,0.26,332488.75,0.0
5996,193993566.58,27803859.47,44.34,Afanítica,Andesita,0.32,3397611.32,0.03
5997,189194499.58,22565984.01,35.89, foliada,Gneiss,0.09,627761.7,0.0
5998,254959766.26,30549263.4,36.04,Fanerítica,Gabro,0.16,643489.87,0.0
5999,160404787.18,34681346.78,44.43,Intermedia-Gruesa,Granito,0.25,586685.45,0.0
6000,202571340.77,29037198.93,29.78,Fanerítica,Gabro,0.12,681471.66,0.0
6001,181612247.55,30143335.92,46.81, foliada,Gneiss,0.1,454617.6,0.0
6002,224345307.55,-5915082.37,46.16,Intermedia-Gruesa,Granito,0.63,53105.94,0.0
6003,167400053.36,36574576.51,34.55, foliada,Gneiss,0.03,598496.35,0.0
6004,244225944.54,30186945.53,31.44,Fanerítica,Gabro,0.15,94576.35,0.0
6005,320179178.31,21275855.44,46.14,Afanítica,Andesita,0.24,10434122.45,0.02
6006,158648621.49,18341697.33,41.59,Detrítica,Arenisca,0.48,1111.36,0.0
6007,183868516.02,29119465.54,48.09,Intermedia-Gruesa,Granito,0.12,335806.04,0.0
6008,215826053.64,47049008.22,49.51,Intermedia-Gruesa,Granito,0.08,1139920.5,0.0
6009,173207155.77,29253818.56,29.87,Fanerítica,Gabro,0.1,788444.65,0.0
6010,161681039.8,28095115.65,48.17,Detrítica,Arenisca,0.01,2243.92,0.0
6011,252451480.39,30300792.94,33.05,Fanerítica,Gabro,0.14,238112.22,0.0
6012,359964581.97,30432671.43,48.75,Afanítica,Andesita,0.21,5093282.92,0.01
6013,183925010.96,53028664.3,50.73,Intermedia-Gruesa,Granito,0.1,427953.56,0.0
6014,209760637.46,29701746.33,32.31,Fanerítica,Gabro,0.23,823940.34,0.0
6015,139089275.18,27516260.11,32.68, foliada,Gneiss,0.15,352206.6,0.0
6016,249134817.76,28242421.39,41.08,Afanítica,Andesita,0.29,3454369.91,0.03
6017,188924835.04,18244322.62,46.84,Intermedia-Gruesa,Granito,0.26,645847.41,0.0
6018,268360456.97,29571537.26,34.33,Fanerítica,Gabro,0.23,870245.97,0.0
6019,211508849.52,31251574.74,25.91, foliada,Gneiss,0.23,22098.28,0.0
6020,189687798.72,24777097.71,49.65,Porfídica,Basalto,0.17,1099184.01,0.05
6021,237603149.48,28445971.17,29.93,Fanerítica,Gabro,0.2,835303.83,0.0
6022,121916183.45,452844.69,30.63, foliada,Gneiss,0.51,113906.17,0.0
6023,128725232.69,50959904.7,56.24,Porfídica,Basalto,0.26,1037481.9,0.05
6024,145837160.01,29251156.19,53.1,Porfídica,Basalto,0.25,574599.86,0.04
6025,256992211.98,30209190.39,36.75,Fanerítica,Gabro,0.13,618759.55,0.0
6026,185332525.11,31495207.58,43.53, foliada,Gneiss,0.52,581825.71,0.0
6027,214402087.89,11086310.89,56.55,Intermedia-Gruesa,Granito,0.18,243229.58,0.0
6028,158581207.71,55480025.55,52.46,Intermedia-Gruesa,Granito,0.11,644354.78,0.0
6029,209226844.65,42972323.63,41.06, foliada,Gneiss,0.09,336353.18,0.0
6030,177127583.23,41212532.56,40.26, foliada,Gneiss,0.05,15484.26,0.0
